code,display_code,description,level,parent_code,is_leaf,section_code,division_code,group_code,class_code,source_version,is_special_annex,is_active
370,370,Alcantarillado,group,37,False,E,37,370,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
381,381,Recolección de desechos,group,38,False,E,38,381,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
382,382,Tratamiento y eliminación de desechos,group,38,False,E,38,382,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
383,383,Recuperación de materiales,group,38,False,E,38,383,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
390,390,Actividades de saneamiento y otros servicios de gestión de desechos,group,39,False,E,39,390,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
410,410,Construcción de obras de arquitectura,group,41,False,F,41,410,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
421,421,Construcción de infraestructura de transporte,group,42,False,F,42,421,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
422,422,Construcción de infraestructura de servicios Página 12 de 26,group,42,False,F,42,422,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
429,429,Construcción de otros proyectos de ingeniería civil,group,42,False,F,42,429,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
431,431,"Demolición, excavación y movimientos de suelo",group,43,False,F,43,431,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
432,432,Instalaciones en la construcción,group,43,False,F,43,432,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
433,433,Terminación de edificios,group,43,False,F,43,433,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
439,439,Otras actividades especializadas de la construcción,group,43,False,F,43,439,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
451,451,Comercio al por mayor y al por menor de vehículos automotores,group,45,False,G,45,451,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
452,452,Mantenimiento y reparación de vehículos automotores,group,45,False,G,45,452,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
453,453,"Comercio al por mayor y al por menor de partes, piezas y accesorios de vehículos automotores",group,45,False,G,45,453,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
454,454,"Comercio al por mayor y al por menor, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",group,45,False,G,45,454,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
461,461,Comercio al por mayor a cambio de una retribución o por contrata,group,46,False,G,46,461,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
462,462,Comercio al por mayor de materias primas agropecuarias y animales vivos.,group,46,False,G,46,462,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
463,463,,group,46,False,G,46,463,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
464,464,Comercio al por mayor de artículos domésticos.,group,46,False,G,46,464,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
465,465,Comercio al por mayor de maquinaria equipos y materiales.,group,46,False,G,46,465,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
466,466,Comercio al por mayor especializado,group,46,False,G,46,466,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
469,469,Comercio al por mayor no especializado de otros productos.,group,46,False,G,46,469,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
471,471,Comercio al por menor en almacenes no especializados,group,47,False,G,47,471,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
472,472,"Comercio al por menor de alimento, bebidas y tabaco en almacenes especializados",group,47,False,G,47,472,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
473,473,Comercio al por menor de combustible para vehículos en almacenes especializados.,group,47,False,G,47,473,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
474,474,"Comercio al por menor de equipos de ICT (información, comunicación y telecomunicaciones en almacenes especializados.",group,47,False,G,47,474,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
475,475,"Comercio al por menor de otro equipamiento para la casa, en almacenes especializados.",group,47,False,G,47,475,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
476,476,Comercio al por menor de productos culturales y de entretención en almacenes especializados,group,47,False,G,47,476,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
477,477,Comercio al por menor de otros artículos en tiendas especializadas.,group,47,False,G,47,477,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
478,478,Comercio al por menor en puestos de venta y mercados,group,47,False,G,47,478,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
479,479,"Comercio al por menor no realizado en almacenes, puestos de venta o mercados.",group,47,False,G,47,479,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
491,491,Transporte por vía férrea,group,49,False,H,49,491,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
492,492,Otros tipos de transporte por vía terrestre,group,49,False,H,49,492,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
493,493,Transporte por tuberías.,group,49,False,H,49,493,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
501,501,Transporte marítimo y de cabotaje,group,50,False,H,50,501,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
502,502,Transporte por vías de navegación interiores,group,50,False,H,50,502,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
511,511,Transporte de pasajeros por vía aérea,group,51,False,H,51,511,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
512,512,Transporte de carga por vía aérea,group,51,False,H,51,512,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
521,521,Depósito y almacenaje,group,52,False,H,52,521,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
522,522,Actividades complementarias de transporte Página 18 de 26,group,52,False,H,52,522,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
531,531,Correo,group,53,False,H,53,531,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
532,532,Servicio de mensajería,group,53,False,H,53,532,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
551,551,,group,55,False,I,55,551,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
552,552,"Parques de caravanas, parques de remolques, campamentos de recreo y camping",group,55,False,I,55,552,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
559,559,Otras actividades de alojamientos,group,55,False,I,55,559,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
561,561,Restaurantes y otros servicios de comidas móviles,group,56,False,I,56,561,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
562,562,Abastecimiento de eventos y otras actividades de servicio de comida,group,56,False,I,56,562,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
563,563,Actividades vinculadas al servicio de bebidas,group,56,False,I,56,563,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
581,581,"Publicación de libros, periódicos y otras actividades de publicación",group,58,False,J,58,581,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
582,582,Publicación de programas informáticos,group,58,False,J,58,582,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
591,591,Actividades de producción de películas de video y programas de televisión,group,59,False,J,59,591,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
592,592,Actividades de grabación y publicación de grabaciones sonoras.,group,59,False,J,59,592,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
601,601,Difusión de radio.,group,60,False,J,60,601,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
602,602,Programación y actividades de transmisión de televisión.,group,60,False,J,60,602,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
610,610,Telecomunicaciones.,group,61,False,J,61,610,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
620,620,Actividades de la tecnología de información y del servicio informativo.,group,62,False,J,62,620,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
631,631,"Portales Web, procesamiento de datos, hospedaje y actividades conexas.",group,63,False,J,63,631,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
639,639,Otras actividades del servicio de informática,group,63,False,J,63,639,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
641,641,Intermediación monetaria.,group,64,False,K,64,641,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
642,642,Actividades de sociedades de control (holding),group,64,False,K,64,642,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
643,643,"Fideicomisos, fondos y otras fuentes de financiamiento",group,64,False,K,64,643,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
649,649,"Otras actividades financieras, excepto seguros y actividades de fondo de pensiones n.c.p.",group,64,False,K,64,649,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
651,651,Seguros,group,65,False,K,65,651,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
652,652,Reaseguros,group,65,False,K,65,652,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
653,653,Fondos de pensión,group,65,False,K,65,653,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
661,661,"Actividades auxiliares de la Intermediación financiera, excepto seguros y fondos de pensiones",group,66,False,K,66,661,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
662,662,Actividades auxiliares de seguros y fondos de pensiones,group,66,False,K,66,662,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
663,663,Actividades de administración de fondos,group,66,False,K,66,663,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
681,681,Actividades inmobiliarias con bienes propios o arrendados,group,68,False,L,68,681,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
682,682,Actividades inmobiliarias realizadas a cambio de una retribución o por contrato.,group,68,False,L,68,682,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
691,691,Actividades jurídicas,group,69,False,M,69,691,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
692,692,"Actividades de contabilidad, teneduría de libros y auditorias; asesoramiento en materia de impuesto.",group,69,False,M,69,692,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
701,701,Actividades de oficinas centrales,group,70,False,M,70,701,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
702,702,Actividades de administración de empresas y de consultoría sobre administración de empresas.,group,70,False,M,70,702,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
711,711,Actividades de arquitectura e ingeniería; y actividades conexas de asesoramiento técnico.,group,71,False,M,71,711,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
712,712,Ensayos y análisis técnicos,group,71,False,M,71,712,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
721,721,Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,group,72,False,M,72,721,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
722,722,Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades.,group,72,False,M,72,722,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
731,731,Publicidad,group,73,False,M,73,731,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
732,732,Investigación de mercados y encuestas de opinión públicas,group,73,False,M,73,732,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
741,741,Actividades especializadas en diseño,group,74,False,M,74,741,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
742,742,Actividades de fotografía,group,74,False,M,74,742,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
749,749,"Otras actividades profesionales, científicas y técnicas n.c.p.",group,74,False,M,74,749,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
750,750,Actividades veterinarias,group,75,False,M,75,750,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
771,771,Renta y alquiler de vehículos automotores,group,77,False,N,77,771,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
772,772,Renta y alquiler de efectos personales y artículos domésticos n.c.p.,group,77,False,N,77,772,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
773,773,"Alquiler de otro tipo de maquinaria, equipo y mercancías tangibles",group,77,False,N,77,773,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
774,774,Arrendamiento de propiedad intelectual y productos similares excepto derechos de autor.,group,77,False,N,77,774,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
781,781,Actividades de agencias de colocación de empleados,group,78,False,N,78,781,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
782,782,Actividades de agencias de trabajo temporal,group,78,False,N,78,782,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
783,783,Otro suministro de recursos humanos,group,78,False,N,78,783,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
791,791,Actividades de agencia de viajes y operadores turísticos,group,79,False,N,79,791,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
799,799,Otros servicios de reserva y actividades relacionadas,group,79,False,N,79,799,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
801,801,Actividades de seguridad privada,group,80,False,N,80,801,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
802,802,Actividades de servicios de sistemas de seguridad,group,80,False,N,80,802,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
803,803,Actividades de investigación,group,80,False,N,80,803,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
811,811,Actividades combinadas de apoyo a instalaciones,group,81,False,N,81,811,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
812,812,Actividades de limpieza,group,81,False,N,81,812,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
813,813,Actividades de servicio de manutención y cuidado de paisajes,group,81,False,N,81,813,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
821,821,Actividades de oficinas administrativas y de apoyo,group,82,False,N,82,821,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
822,822,Actividades de centros de llamados,group,82,False,N,82,822,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
823,823,Organización de convenciones y eventos comerciales,group,82,False,N,82,823,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
829,829,"Actividades de servicio de apoyo a los negocios, n.c.p",group,82,False,N,82,829,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
841,841,Administración del Estado y aplicación de la política económica y social de la comunidad.,group,84,False,O,84,841,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
842,842,Prestación de servicios a la comunidad en general,group,84,False,O,84,842,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
843,843,Actividades de planes de seguridad social de afiliación obligatoria,group,84,False,O,84,843,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
851,851,Enseñanza pre primaria y primaria,group,85,False,P,85,851,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
852,852,Enseñanza secundaria,group,85,False,P,85,852,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
853,853,Enseñanza superior,group,85,False,P,85,853,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
854,854,Otros tipos de enseñanza,group,85,False,P,85,854,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
855,855,Servicios de apoyo educativo,group,85,False,P,85,855,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
861,861,Actividades de hospitales,group,86,False,Q,86,861,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
862,862,Actividades de médicos y odontólogos,group,86,False,Q,86,862,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
869,869,Otras actividades relacionadas con la salud humana,group,86,False,Q,86,869,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
871,871,Instalaciones de residencias con cuidado de enfermeros,group,87,False,Q,87,871,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
872,872,"Instituciones dedicadas al tratamiento del retraso mental, los problemas de salud mental y el uso indebido de sustancias nocivas.",group,87,False,Q,87,872,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
873,873,Instituciones dedicadas al cuidado del adulto mayor y discapacitados,group,87,False,Q,87,873,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
879,879,Otras instituciones residenciales de cuidado,group,87,False,Q,87,879,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
881,881,Servicios sociales sin alojamiento para el adulto mayor y discapacitados,group,88,False,Q,88,881,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
889,889,"Otras actividades de trabajo social sin alojamiento, n.c.p.",group,88,False,Q,88,889,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
900,900,"Actividades de arte, entretenimiento y creatividad",group,90,False,R,90,900,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
910,910,"Bibliotecas, archivos, museos y otras actividades culturales",group,91,False,R,91,910,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
920,920,Actividades de juego y apuestas,group,92,False,R,92,920,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
931,931,Actividades deportivas.,group,93,False,R,93,931,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
932,932,Otras actividades de diversión y esparcimiento,group,93,False,R,93,932,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
941,941,"Actividades de organizaciones empresariales, profesionales y de empleadores. Página 25 de 26",group,94,False,S,94,941,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
942,942,Actividades de sindicatos,group,94,False,S,94,942,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
949,949,Actividades de otras asociaciones,group,94,False,S,94,949,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
951,951,Reparación de computadoras y equipos comunicacionales,group,95,False,S,95,951,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
952,952,Reparación de artículos de uso personal y doméstico,group,95,False,S,95,952,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
960,960,Otras actividades de servicios,group,96,False,S,96,960,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
970,970,Actividades de los hogares en calidad de empleadores de personal doméstico.,group,97,False,T,97,970,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
981,981,Actividades indiferenciadas de producción de bienes de los hogares privados para uso propio.,group,98,False,T,98,981,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
982,982,Actividades indiferenciadas de producción de servicios de los hogares privados para uso propio,group,98,False,T,98,982,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
990,990,"Actividades de organizaciones y órganos extraterritoriales. Anexo al manual de Clasificación Industrial Internacional Uniforme, revisión 4",group,99,False,U,99,990,,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
